Nunziante,Romita,ROANUI31R24S145H,Spilimbergo,Via F. corridoni 19
Mirko,Fraschino,FRCMIO23U13W959M,Lignano sabbiadoro,Via Sabbiadoro 1
Alderico,Lao,LAAALC08E30V502U,Cordenons,Via Pal piccolo 16
Regino,Gravallotti,GRVREG55E29W031P,Muggia,Via Di s. barbara strad. a 28
Ovidio,Giancipoli,GIIOVV20U11M326R,Polcenigo,Piazzetta Fontana 14
Averio,De lecce,DELAVI82Y10Z731G,Tramonti di sotto,Via Pradileva 1
Claudio,Nutricati briganti,NUBCLD25Z35M913A,Erto e casso,Localita  Prada 47
Fiorellino,Cirelli,CIIFIR17U35D443D,Cividale del friuli,Via Grupignano 18
Nario,Scalera,SCANAO56B10H192L,Majano,Via Udine 121
Crisante,Alia,ALACRA92I01A547D,Pordenone,Via Fontanazze 14
Manillo,Carcagni',CANMAL71X16J335T,Marano lagunare,Vicolo Grado 3
Florimondo,Cannalire,CAAFLM24Z27U129V,Campoformido,Via Orgnano 40
Corinzio,Trinchera,TRACOI17U16U672W,Latisana,Via Codroipo 33
Evenzo,Salvini,SANEVN39R07Y022N,Budoia,Via Lunga 39
Radames,Sterlicchio,STRRAA48Y09H080K,Pontebba,Via Carducci 29
Angelomaria,Frigino,FRIANA17F30B521U,Clauzetto,Via Villa dote 2
Maurico,Puce,PUUMAC96J11X056Q,Spilimbergo,Via Lussemburgo 2
Avventino,Gabriele,GAAAVI84D14M539Q,Martignacco,Vicolo Di benedetto 9
Antonietto,Marchetti,MATANO29K10I396M,Azzano decimo,Via Quattro novembre 32
Nazaro,Bali,BAINAO46D30K730F,Pordenone,Viale M. grigoletti 91
Oria,D'antico,D CORI60C28G209N,Spilimbergo,Via Ostolidi 8
Alterio,Orlando,ORAALO06Q29G203T,Premariacco,Via Fiore dei liberi 83
Floris,Dissanayake,DISFLL29Q08Q854X,Budoia,Via Stradon 15
Michelangiolo,Malorgio,MAAMIC29J18N991L,Sesto al reghena,Via Roma 20
Ricordano,Boudarja,BOARIO61D10S012N,Fiumicello,Via Isoletta 19
Lillino,Ceno,CENLIL54U36H123S,Clauzetto,Via Pradis di sotto 100
Naldo,Campise,CAINAD56G13J657A,Latisana,Via Della cooperazione 25
Ornelio,Raveendiran,RAEORL29C04Z086J,Pagnacco,Via Dei pini 22
Annio,Amoi,AMIANO00C29Q986W,Pordenone,Piazza Cavour 5
Argemiro,Micati,MITARO44U04G562M,Marano lagunare,Contrada Rialto 18
Lugano,Lugnan,LUALUG25Z04C669T,Lignano sabbiadoro,Via Raggio dello scirocco 29
Alpinolo,Xorxi,XOOALP98C07F283M,Gemona del friuli,Via Dai pretors 14
Ciriaco,Sebaste,SEACIO52Y12S214H,Sequals,Via Roma 2
Onello,Galiotta,GALONO90F23Y363B,San giorgio di nogaro,Via Braide di sopra 1
Oslavio,Condo',CONOSL66D39G983V,Lignano sabbiadoro,Via Del golf 45
Ovidio,Fusillo,FUOOVD56C15Z081T,Aviano,Via Antonio de giuliani 6
Giammauro,Passione berndt,PAEGIU24M26T701H,Fiumicello,Via Tiel 18
Adriano,Akhtar,AKTADA15M05R574P,Casarsa della delizia,Via Valvasone 60
Adorato,Causio,CASADD08Q35H201N,Tavagnacco,Via Monteverdi 7
Gisulfo,Miri,MIRGIS61Z23E188L,Bagnaria arsa,Via Dei banduzzi 33
Flori,Sene,SENFLR39U16Y822Q,Arzene,Via Maggiore 18
Melchiade,Jandu,JADMEE09A23S732J,Tavagnacco,Via F. petrarca 27
Fiorino,Evangelio,EVVFIN07R11R554V,Ragogna,Via Tagliamento 3
Fede,Savoiardi,SAAFEE88W38P558B,Cividale del friuli,Stretta Della giudaica 19
Addolorato,Lenzi,LEZADA18C04D576J,Pasian di prato,Via Alpi 18
Giuseppi,Malerba,MAEGIE32I35J804N,Pordenone,Via Nicoletta 46
Isacco,Monetti,MOOISO25V37G958Z,Pagnacco,Via Della bressana 1
Asmaro,Alfonso,ALFASS48Q13U904L,Brugnera,Via Pasqual 10
Anno,Leto,LEEANN13A17K856F,Pordenone,Corso Garibaldi 31
Gilio,Tanelli,TANGII35R06W725U,Pradamano,Via Umberto saba 15
Comita,Salamina,SAACOM26B37N499F,Erto e casso,Localita  Sciavale 23
Leondino,Tecci,TEELEN95C24B863T,Reana del rojale,Via Stagna' 41
Agamennone,Corradi,CORAGE07X23X719D,Medea,Via Xxiv maggio 52
Ottavino,Friolo,FROOTT38Z17N882C,Pasian di prato,Via Varese 4
Atto,Pinellini,PILATO67V10D748M,Montereale valcellina,Via Monte spia 27
Germinale,Padovani,PAIGEA75H39B005J,Cordenons,Via L. galvani 6
Romi,Lubello,LULROO90X00B835W,Campoformido,Strada Dei tigli 24
Castrenzo,Nettuno,NEUCAO86J36G907Y,Gemona del friuli,Largo Beorcje 19
Efisio,Savina,SANEFO18X06Z718U,Campoformido,Viale Delle rose 31
Luchino,Nannavecchia,NAALUO35M02T311T,Santa maria la longa,Via Aquileia 7
Nazzarino,Corsini,CONNAN20T22A816L,Cervignano del friuli,Via Udine 22
Carluccio,Arsenio,ARNCAU80O25N319W,Chions,Via Villabiesa 21
Rinaldi,Pignatella,PINRIN52Z04A538I,San daniele del friuli,Via Sottoriva 72
Gasparo,Paul ranjith,PANGAS27V17V684W,Tricesimo,Via Pordenone 4
Palmarino,Giampetruzzi,GIZPAA94U21S351B,Aquileia,Localita  Beligna 30
Argio,Sota moreno,SOEARR90L18C817Q,Bagnaria arsa,Via Vaat 20
Levio,Petrioli,PERLEV18X13R927L,Majano,Frazione Casasola 4
Aristarco,De simone,DEMARA47A23H526P,Lignano sabbiadoro,Via Latisana 168
Consilio,Urru,URUCOI00G01K667L,Tarcento,Via Oltretorre 67
Littorino,Di nunno,DIILIT78R26F616M,Pordenone,Via Portogruaro 21
Bartolino,Kandji,KAJBAO24X22V539Q,Campoformido,Via G.verdi 16
Fano,Capodicasa,CAAFAO75X29W179H,Tramonti di sopra,Localita  Barbeadis 4
Defendente,Maruccio,MACDED30L17L043B,Pordenone,Via Cappuccini 43
Etrusco,Caracciolo,CACETC10G32S201B,Budoia,Via San tome' 18
Odes,Ciasca,CISODS56X02T311U,Pasiano di pordenone,Via Croce 3
Fiorante,Marcellini,MAIFII77E35U762F,Carlino,Via Somp bearz 40
Sigismundo,De bartolo,DEASII45S07A906N,Cividale del friuli,Via Giuseppe parini 10
Mirone,Maiorello,MAEMIN07K00B495U,Romans d'isonzo,Via Del castelliere 45
Redesildo,Pango,PAOREI97J38V848B,Gonars,Via Contrada ellero 38
Eudemo,Finizzi,FIIEUU32M15G133W,Brugnera,Via Battisti 23
Balderico,Sperti,SPPBAI97E25T283J,Martignacco,Via Villa italia 49
Fiorellino,Pizzo stancampiano,PISFIR45G05L189X,Muggia,Calle Squero vecchio 6
Delio,Baino,BAODEI95K08Y017R,Bagnaria arsa,Via G. b. gaspardis 3
Placido,Talo',TA PLD55C24T399N,Pordenone,Viale D'aviano 9
Biondino,Ambrosio,AMBBIN09N14H410Y,Cordenons,Via Ciarandis 11
Andreuccio,Mossuto,MOUANI53L25R158M,Porcia,Via Pacinotti a. 11
Finaldo,Facciolli,FAAFIA00G33I414Z,San daniele del friuli,Via Rive 7
Gildo,De pasquale,DEEGII16C19G562U,San giorgio della richinvelda,Via Maniago 22
Giuseppantonio,Curalli,CUUGIO86R06E470A,Romans d'isonzo,Via Del castelliere 47
Maro,Osagie,OSIMAA46B25W975S,Travesio,Piazza Xx settembre 2
Maggino,Moriero,MOIMAG87D11F246C,Tavagnacco,Via G. carducci 62
Cristofano,Bandello,BALCRT88A12U910T,Visco,Via Borgo paive 24
Argeo,Mellone,MELARE69Y26D213S,Buja,Via Tarcentina 38
Fredo,Gioia,GIIFRR00R32V239F,Buja,Via Liberazione 46
Comodo,Dellisanti,DELCOM16A39H549H,Casarsa della delizia,Via Trento 22
Oliero,Margari,MAIOLE36F14N616A,Casarsa della delizia,Via San vito 31
Aspromonte,Staffiero,STIASR09T15P215U,Frisanco,Localita  Piel 3
Dazeglio,Perago,PEEDAE70K32E097L,Tricesimo,Via San francesco 6
Foscarino,Figliolia,FIGFOO51B07Z390P,Cividale del friuli,Strada Di planez 72
Orsio,Sangiorgi,SAAORS95W16F811Q,Lignano sabbiadoro,Via Tirrenia 11
Ontario,Basit,BAAONO62U20T468Z,Pasian di prato,Via Rovaredo 65
Ediliano,Schina,SCHEDL89B25E500X,Pasiano di pordenone,Via Visinale centro 37
Guidino,Prasath,PRTGUI08E01X470O,Premariacco,Via Solzaredo 14
Balduccio,Cancelliere,CACBAO49U20N064V,San dorligo della valle - dolina,Frazione Dolina 115
Onis,Rotondo,ROOONS74J04B092Z,Porcia,Via Cansiglio 9
Ferrando,Carata,CAAFER94A17P320L,Maniago,Via Vittorio emanuele 28
Fridiano,Di cuonzo,DIZFRO33Y25M412B,Gradisca d'isonzo,Via Spazzapan l. 16
Glicerio,Russano,RUUGLE53E14O658D,Gonars,Via De amicis 2
Leonino,Fiorini,FIILEN02Z22K105B,Arzene,Via Maggiore 25
Bonardo,Rutigliano,RUOBOA74W27J038P,Buttrio,Via Rieppi 26
Geronzio,Pieroni,PIIGEE33O10U301N,Muggia,Via Di zaule 29
Idalo,Wang,WAGIDA62A04B888I,Azzano decimo,Via Armentera 26
Florigio,Ingrogna,INAFLI31J13J719K,Roveredo in piano,Via Dante alighieri 32
Finuccio,Ientile,IEIFII20C07O413L,Aquileia,Localita  San zili 26
Fabrizo,Magri',MAGFAB30I07Z654H,Pozzuolo del friuli,Via San giorgio 33
Leocadio,Aiello,AILLED71E21R187I,Gemona del friuli,Via Bersaglio 35
Laurano,Forino,FORLAU10N19V134U,Porcia,Via Panegai 14
Mirno,Pasqualini,PAUMII66S31N093D,Aquileia,Via Eugenio curiel 27
Numa,Spada,SPANUU23P05U017O,Martignacco,Via Superiore 43
Amaddio,Cali',CAAAMM63X16U389Y,Campoformido,Via Carpeneto 82
Irno,Solombrino,SOOIRO40S26S537K,Pordenone,Via Roggiuzzole 12
Pancrazio,Mannara alam,MALPAA16C01W332B,Sgonico,Frazione Borgo grotta gigante/briå ãˆiki 69
Memore,Mossuto,MOSMEE84P05G173O,Spilimbergo,Via G. venezian 12
Diotisalvi,Del fiume,DEMDIT04J03U644R,Pasiano di pordenone,Via Passo 6
Epifano,Portaccio,POAEPI78A26N694I,Campoformido,Vicolo Pecile 30
Alibrando,Florea,FLRALA34T15A607R,Savogna d'isonzo,Via Josip kodermac 1
Liberato,Di bari bianco,DI LIT00V09N835L,Pavia di udine,Via Della stazione 27
Levantino,Passaretti,PASLEO41W33G738Y,Muggia,Via Di monte s. giovanni 35
Gregorio,Prathees,PREGRO37E13K858U,Pordenone,Via L. girolami 2
Fabio,Bardicchia,BACFAI91M33W408L,Pordenone,Corso Garibaldi 75
Ottobello,De gioia,DEIOTL23H01R754Q,Pasian di prato,Via Roma 89
Egeo,Pennetta,PENEGE66S34W380N,Brugnera,Via S. michele - s. cassiano 6
Callimaco,Arnone,AROCAI39C11P341F,Brugnera,Via Ungaresca 36
Porfidio,Prisciano,PRIPOD69C12T281Q,Savogna d'isonzo,Via Srecko kosovel 25
Sistilio,Sanasi,SAASIS35V21Q019P,Pordenone,Via Timavo 10
Bastiano,Scurti,SCCBAT58W35Y312N,Porcia,Via Stazzon 17
Iafet,Rella,REAIAA24G06R377D,Malborghetto valbruna,Via Uque 31
Enerino,Esta',ES ENN23P15G209D,Majano,Via Colle di coot 1
Nuzzo,Passaretti,PASNUZ63C24Q272O,Casarsa della delizia,Via Monte grappa san giovanni 90
Orando,Sciascia,SCIORN77J32X337N,Cordenons,Via Viii alpini 9
Achilla,Molinari,MOLACL16I39D670Z,Pordenone,Via C. monteverdi 16
Severus,Metrangolo,METSEV99Q19W899I,Polcenigo,Via Santa lucia 22
Mito,Fazzi,FAIMIT98A03Y275S,Fontanafredda,Via Cavour 38
Severiano,Masi,MAISEA06D39B465L,Aviano,Via 4 novembre 21
Amilcare,Paul ranjith,PANAMI65H34C737Q,Arzene,Via Molinuzzo 1
Ottavino,Balducci,BAIOTO95C34U278D,Ragogna,Via Ca' buttazzoni 25
Leno,Sumadsad,SUULEN36G05F213T,Cervignano del friuli,Via Trieste 28
Grimaldo,Cortellino,COLGRD60G36P638I,Cividale del friuli,Localita  Busa cappello 1
Ferrante,Bozzi colonna,BOIFER85W24F562B,Majano,Via Milano 11
Romoaldo,Raza,RAAROD39F21R637T,Muggia,Salita Ubaldini 16
Cecchino,Quinto,QUUCEC50W29I047K,Casarsa della delizia,Via Plebiscito 48
Asmarino,Raguso,RAUASN79G20V342K,Sgonico,Frazione Borgo grotta gigante/briå ãˆiki 42
Olvrado,Di giovine,DIEOLV30R12Z727J,Pordenone,Via I. svevo 10
Orvilio,Biagini,BIIORL37R18D895U,Remanzacco,Piazza Diacono paolo 22
Lisimaco,Dobreva,DOELIM12U23E862G,Romans d'isonzo,Via Atleti azzurri d'italia 24
Isnardo,Panzuti,PAIISA95Z33Q828U,Cividale del friuli,Via Gorizia 35
Bartolo,Culube,CUUBAO45S17R485A,Chions,Via Villutta 5
Faro,Rotondano,ROOFAO07V39N563B,Arzene,Via Vecchia postale 2
Ito,Paturso,PAUITO40V23Y175G,Muggia,Calle Graziadio 5
Giovambattista,D'agostino,D TGIA69V26U370T,Clauzetto,Via Luigi blarasin 8
Altobello,Scognamiglio,SCIALO29N38Y377G,Pordenone,Vicolo R. selvatico 7
Offelio,Masi,MAIOFF52F28V461Y,Ragogna,Via Vittorio veneto 5
Bonanno,Contaldo,COOBON62S34V951I,Aquileia,Via Annia 20
Gioventino,Milelli,MIIGII46J22L012Q,Duino-aurisina,Frazione Villaggio del pescatore 148
Marileno,Mezuraj,MEUMAE71H04J521A,Latisana,Via Trieste 71
Estelio,Frisotti,FRTESE96L31C260D,Rivignano,Via Ariis 5
Amelino,Lodedo,LOOAMO42Z17F824F,Pordenone,Via Della motta 13
Fedelino,Sileo,SIEFEN68E19U575W,Arzene,Via Stati uniti 3
Dalmo,Ragozzino,RAIDAA37S29A588R,San giovanni al natisone,Via Del pino 24
Eletto,Ficano,FIAELO00I01T758L,Pinzano al tagliamento,Localita  Colle 6
Assenzio,Imafidon,IMDASN53Y38R580N,Malborghetto valbruna,Via 5 luglio 10
Reamo,Arnuco,ARRREA38J19T354N,San giorgio di nogaro,Via Roncone 2
Giovino,Celano,CEAGII80U29K762K,Martignacco,Vicolo Scott 12
Romedio,Nicolae,NIAROI28W00H858K,Pordenone,Viale Trento 32
Luciano,Cantafio,CATLUA48O32Z480J,Azzano decimo,Via Slissa 1
Blando,Sanguedolce,SAUBLL00R07M913Z,Maniago,Vicolo Frisanco 6
Divo,Solazzo,SOODIO16W11R201J,Buja,Via Collosomano 108
Faraone,Platania,PLLFAN79J13C597T,Buja,Via S. salvatore 39
Arialdo,Anyayahan,ANNARD09Q05H631H,Buttrio,Via Boscat 5
Giorgino,Sancesario,SAIGII65A32V086J,Porcia,Via Cellina 6
Aspasio,D'urso,D RASO02L38T231O,Gemona del friuli,Via Mons. corrado marzutto 31
Orvedo,Imperiale,IMIORE93J38G832V,Pordenone,Via Rive fontane 17
Cruciano,Ampolo,AMMCRN68R24B393A,Pagnacco,Via Zampis 24
Italiano,Rashid,RAIITA80C31P722O,San giorgio di nogaro,Via Malignani 15
Forestano,Monastero,MOOFOS14Q26H192L,Porcia,Via Dogana 78
Ivanoe,Villani lubelli,VILIVO54O10C398Z,Remanzacco,Via Roma 20
Estelio,Faggiano,FAAEST52S18L747T,Casarsa della delizia,Via G. a. pasolini 34
Genzino,Guido,GUOGEZ73U12E833E,Fiumicello,Via Isonzo 55
Righetto,Vernaleone,VEERII86X39C741L,Gemona del friuli,Via Trasaghis 80
Eudilio,Galuppo,GAPEUL77B05D553S,Cordovado,Via Corta 20
Gigliano,Dollorenzo,DONGIN65Z05J806W,Cividale del friuli,Via Roncuz 28
Ezechielle,Montrone,MOEEZE37S13V596G,Marano lagunare,Via Del molino 10
Ferrido,Urbano,URNFER02I21Q174M,Pordenone,Piazzale Xx settembre 10
Galeano,Leuci,LECGAA56E03Z996C,Precenicco,Piazzetta Bando di sotto 8
Germanino,Cola,COLGER23R29L710A,Porcia,Via Gandin 4
Palestino,Gugliotta,GULPAA60V10S997O,Rivignano,Via Cimitero 5
Minervino,Rizzo,RIIMII54T17T881F,Corno di rosazzo,Via Delle penne nere 10
Adelelmo,Venneri,VENADL33U13T445B,San giorgio di nogaro,Via Ronchi 31
Gianlorenzo,Funel,FUUGIO39D13C211G,Muggia,Calle Parini 5
Obizio,Diallo,DIAOBO66W37C663W,Pordenone,Viale G. marconi 27
Pirro,Marconi,MARPIR46Q07H759I,Santa maria la longa,Via Tor cop 17
Castenzio,Chiatante,CHHCAS57Q30Q739L,Savogna d'isonzo,Localita  Cotici 47
Cammillo,D'armento,D  CAI44R23S642M,San daniele del friuli,Via Carnia 10
Baldino,Tsagkanos,TSSBAN59H23K861B,Precenicco,Via Latisana 2
Ilaro,Pitassi,PITILL50Z11S312Q,Tarcento,Viale G.matteotti 32
Liprando,Zhao,ZHOLIR44L27Y835C,Cervignano del friuli,Via Giuseppe garibaldi 43
Orviano,Mendrano,MERORR51Z13V936K,Cervignano del friuli,Via San marco 36
Fidelmino,Capelluti,CAIFIM69Z18Y804D,Remanzacco,Piazza Missio don cornelio 10
Almerino,Marando,MAAALR13O09P526D,Pontebba,Via Roma 59
Davidino,Condo',CO DAI46Q08Y687D,Travesio,Via Roma 99
Benetto,Occhilupo,OCPBEO83F20G513Q,Cividale del friuli,Via Monastero maggiore 22
Guerino,Quintana,QUIGUN05K39O895I,Cividale del friuli,Via Borgo viola 40
Alboino,Colavolpe,COLALO49X07W484Q,Pasian di prato,Via Brescia 12
Artico,Carofalo,CAOARC19U09E252Y,Tavagnacco,Via Centrale 31
Franco,Maresca donnorso correale revertera di serracapriola,MADFRA91K19X050V,San giovanni al natisone,Via Quattro novembre 1
Ostelio,De nigris,DE OSO95O07E022R,Tavagnacco,Via Chiavris 24
Ribes,Baig,BAIRIE12Z34G953J,Latisana,Via Daniele manin 156
Rienzo,Pireno,PIRRIN19H07Q390U,Ronchis,Corso Italia 39
Contrano,Mairo,MARCOT01L27W907H,Pozzuolo del friuli,Via San giorgio 31
Erveno,Lipi,LIIERN00D02B987W,Maniago,Via Isonzo 59
Bonfiglio,Pompigna,POGBON62U07E431W,Buttrio,Via Boscat 6
Bonaccorso,Maraschio,MAIBOC16F06V405K,Carlino,Via Sac. canc. laico 5
Carmelino,Mura,MURCAA64S18U617X,Polcenigo,Via Roma 14
Dominatore,Menzio,MEEDOT01W21F973H,Porcia,Via Colombo c. 9
Elvino,Gabellone,GABELI92O29X960L,Majano,Via S.martino 1
Nirvano,Leo,LEONIR12I19N348Y,Precenicco,Via Casali del mol 5
Oliviano,Arces,ARCOLV54Z35F502I,Maniago,Via Antonio rosa brustolo 52
Romeno,Merico,MECROM94M29U308H,Clauzetto,Via Pradis di sotto 45
Provvido,Marotta,MAAPRV30C23Z530E,Cividale del friuli,Via Velliscig 12
Liborio,Athanasiou,ATSLIR42N12V030S,Cividale del friuli,Via Fornalis 75
Nico,Verdicchia,VERNIO84E02P601Y,Polcenigo,Via Maggiore 9
Opimio,Graziani,GRZOPM96F03A439P,San dorligo della valle - dolina,Frazione Dolina 470
Cecchino,Toscano,TOSCEI56Z35F192Y,Lignano sabbiadoro,Via Latisana 138
Ortensio,Tufano,TUOORN09U10X842T,Muggia,Via Tonello 2
Nilvano,Petrella,PELNIN32M26V873H,Rivignano,Via Umberto i 22
Osiride,Franco,FRNOSS54R30Q381B,Reana del rojale,Piazza Tempietto 5
Marisio,Zhang,ZHHMAA91Y00G688F,Azzano decimo,Via Nuova fratte 159
Romoaldo,Murra,MUAROO71Q00N445Q,Pordenone,Via Santa caterina 17
Pietropaolo,Chianura,CHUPIO39U00N206E,Tramonti di sopra,Via Regina elena 5
Alceo,Chanthirakanthan,CHHALC29E38Z053X,Porcia,Via Acque 14
Biagio,Perumal,PELBIO84J12J366G,Polcenigo,Via Chiesa 19
Gaetanello,Della ducata,DETGAL15M09P751K,Latisana,Via Del sole 2
Espedito,Gotsis,GOIESD43J33Y082V,Cervignano del friuli,Via Trieste 70
Belfiore,La grotta,LAOBER87R12R657E,Brugnera,Via Giovanni paolo iâ° 6
Mosè,Paolicelli,PACMOS17D00I648F,Pavia di udine,Via Giuseppe garibaldi 1
Ferriano,Nicoletti,NIIFEO89I23R776F,Malborghetto valbruna,Via Uque 3
Azzolino,Castriotti,CAIAZZ46Z27R791F,Tavagnacco,Via Del pozzo 9
Remigildo,Cassigoli,CAGREO03G15M810B,Muggia,Via Colarich 64
Anno,Marchi,MACANO40O06Z242V,Tricesimo,Via Montello 24
Melezio,Boci,BOCMEZ12Q31B869S,Muggia,Via Di crevatini 17
Martire,Sava,SAVMAE66G06Y915Z,Porcia,Via Repolle 37
Calvus,Ioudioux,IOUCAL25M28W544M,Tavagnacco,Via G. marconi 43
Ferrarino,Scollato,SCOFEO71M05W909H,Remanzacco,Via Podrecca vittorio 23
Eudilio,Lovino,LOOEUI70G25E924S,Medea,Via Xxiv maggio 60
Oranzo,Magliari,MAGORZ47H05T807M,Premariacco,Via Cividale 38
Marcello,Mansi,MAAMAC33D18J832W,San daniele del friuli,Via Tagliamento 33
Annetto,Ye,YEEANO68Z12C400E,Roveredo in piano,Via San martino 2
Dino,Romei,ROODII72B14S370N,Buja,Via Strambons 46
Folgore,Scozzi,SCZFOG65D29G706J,Gemona del friuli,Rive Di venturin 3
Amodio,Marziliano,MAOAMO42T04L905J,Bagnaria arsa,Via Della villa 5
Anno,Simmini,SINANN19L14P710R,Azzano decimo,Via Pezzut 29
Poldino,Izu,IZZPOD08C28G335J,Campoformido,Via Soreville 147
Onello,Vetta,VETONL11Y22F361V,Latisana,Via Forte 50
Cairoli,Colaianni,COICAI89R33J541T,Romans d'isonzo,Via Latina 15
Arnaldo,De razza planelli,DE ARD08M10E280N,Pordenone,Viale M. grigoletti 59
Laro,Nuzzone,NUZLAR08P01X738G,Pasiano di pordenone,Via Pescarate 12
Fabio,Morelli,MOEFAO71T01I556E,Cervignano del friuli,Via Trieste 84
Diaco,Leucci,LEIDIO66Y25V572T,Pordenone,Via Consorziale 1
Costantino,Goiciu,GOUCOO48Z20U707Y,Trivignano udinese,Casali Fornaciata 8
Eupremio,Nuzzone,NUNEUU84E08J585Z,Castelnovo del friuli,Localita  Paludea 93
Lindo,Chiavacci,CHVLIO92X24J715P,Artegna,Via Santo stefano 5
Rosvaldo,Burroni,BUNROL63O03Y194X,Aviano,Via Pordenone 45
Bizio,Eremita,ERRBII35M20G074V,San daniele del friuli,Via J.tomadini 13
Dionino,Mederizi,MEZDIN37L32R596L,Buttrio,Via 1 maggio 6
Oberto,Al haddy,ALYOBE25T23B998D,Aquileia,Via Giulia augusta 12
Decio,Athanasiou,ATODEC09Y16K311F,Polcenigo,Via Pordenone 175
Fiumano,Di staso,DISFIN96I30S535N,Gradisca d'isonzo,Via Gorizia 34
Olgher,Prencipe,PRNOLR22V06D750M,Pordenone,Via Molinari 43
Idalmo,De gaetani,DEEIDM56E33O758Y,Pordenone,Via R. selvatico 35
Ladislao,Pasquino,PANLAS19Z11G271Z,Latisana,Via Viola 0
Iginio,Grego,GROIGG18U37O624H,Brugnera,Via Vittorio veneto 54
Pompilio,Cito,CITPOO09M36N453X,Budoia,Via Mons.domenico comin 33
Odelio,Pizzi,PIZODI59Z24C026F,Brugnera,Via Leonardo da vinci 2
Fantino,Colizzi,COIFAA27H19K443A,Buttrio,Via I.nievo 10
Oleandro,Fatti,FAAOLN82P02T346V,Bagnaria arsa,Piazza S. giorgio 2
Neldo,Palama',PAANEL81X23S996C,Farra d'isonzo,Via Giuseppe verdi 30
Libio,Selvathurai,SETLIO18C21I012I,Latisana,Via Stella 48
Accursio,Suma,SUAACC80F35S737A,San quirino,Via Roiata 37
Moravio,De grisantis,DERMOI64B07T865N,Pordenone,Via Asolo 13
Risieri,Imeraj,IMJRIS53O17W268I,Pozzuolo del friuli,Via Cortello 35
Nettuno,Arena,ARRNEE12Q27C532Q,Tarcento,Viale G.matteotti 64
Monserrato,Giocondo,GINMOS43I03V005U,Spilimbergo,Via 20 settembre 10
Roggero,Orfeo,ORFROR07K37Z862L,San giovanni al natisone,Via S. giusto 18
Ramiro,Beloso,BELRAR33Q32W247D,Gonars,Via Monte santo 78
Giacchino,Delle canne,DEEGIC38Z06Y261U,Cividale del friuli,Via Vecchia di palma 34
Marco,Memeti,MEMMAA95C14Q023T,Coseano,Via Tagliamento 265
Redivo,Rescigno,REEREO29F06Y253N,Pavia di udine,Via Delle industrie 15
Annio,Bellini,BEEANN02R13K848Q,Martignacco,Via Borgo nobile 15
Deliso,Castillo baculo,CAODEL42F11F201X,Latisana,Via Generale radaelli 29
Marrico,Sperillo,SPOMAR30V22L178O,Chions,Via Marconi g. 55
Rosalmino,Cucco,CUUROO65E14Q831U,Artegna,Via Luigi menis 2
Nazzarino,Dimaggio,DIINAZ31Q23N972T,Artegna,Via Salt 25
Nembo,La stella,LALNEE04H36E980C,Lignano sabbiadoro,Viale Porpetto 6
Nandino,Cristofaro,CRANAI50W32S147T,Pagnacco,Via Della fortuna 38
Pepi,Raggi,RAIPEE65V20K705S,Bagnaria arsa,Via Risiera 2
Albanino,Giannandrea,GIDALO33Y06Y025V,Premariacco,Via San paolino 41
Rimedio,Tardio,TAIRIM91H31H062O,Ragogna,Via Al ponte 21
Morino,Conterio,CORMOR51G09U799J,Gonars,Via Monte grappa 14
Colombino,Leone de castris,LENCOO52C38I497P,Cividale del friuli,Via Monastero maggiore 32
Elzio,Ferreira,FERELI83U37V913U,Bagnaria arsa,Via Xxiv maggio 6
Pierlorenzo,Memeo,MEEPIR47X36A189Z,Pontebba,Localita  Passo pramollo 0
Older,Cirielli,CILOLE65P22M463H,Tarcento,Via Pontebbana 56
Elenio,Bardinu,BANELN93P14G841T,Muggia,Via Caduti del lavoro 10
Narciso,Gratis,GRSNAO61L37I737Z,Morsano al tagliamento,Via Dell'argine 2
Nascimbene,D'amore,D ONAM58E01M048T,Tavagnacco,Via Monteverdi 18
Frugolino,Diallo,DIIFRO12Z28G646D,Gonars,Via Trieste 100
Orvino,Caccioppoli,CAPORV81Q02B058W,Fanna,Via Toffoli 108
Adelmaro,Vitarelli,VIIADE13D39R246L,San giovanni al natisone,Via P. zorutti 23
Giobbe,Pirro,PIRGII56L09G570P,Gemona del friuli,Via Lessi 105
Giordano,De nitti,DE GII53B09S169X,Buja,Via Campo di sotto 15
Cicito,Vitti,VITCIT72U37C764F,San quirino,Via San rocco 44
Aristo,Ivanova,IVVART57T39K471B,Fontanafredda,Via G. carducci 18
Dardano,Napoletano,NAADAO28S06H236W,Aviano,Via Raffaele zovenzoni 20
Fulvo,Zito,ZITFUO12V23K105Q,Cividale del friuli,Via Adelaide ristori 16
Rico,Cuto',CUURIC99P38D549V,Ragogna,Via Cja' piri 6
Cristofolo,Colitti,COICRO03A35X073T,Azzano decimo,Piazza Liberta` 42
Mattio,Selvanayagam,SEEMAT91X03J457R,Polcenigo,Piazza Fontana 6
Abaco,Durini,DURABB27S37B153E,Teor,Via Divisione julia 1
Noemio,Musai,MUINOI86R29E954B,Gonars,Via Monte santo 70
Giuseppantonio,Primavera,PRVGIO58K31Z356O,Marano lagunare,Via Lignano 10
Milo,Pino,PINMIO59B13U877U,Travesio,Via Castello 39
Ermino,Farruku,FAAERR39Y19B272E,Porpetto,Via Porpetto 9
Armello,Cerekja,CEEARE59C16P810A,San daniele del friuli,Via Fontanini giusto 13
Ferro,Nabizadeh,NABFEO57V37Q877W,Gemona del friuli,Via Orvenco 65
